86.133,206.4,1,58.436,0.28444
172.27,207.24,1,67.848,0.83592
172.27,208.36,1,58.303,1.1204
86.133,208.93,1,72.396,0.56889
86.133,210.3,1,71.362,1.37
172.27,210.56,1,52.582,0.26703
86.133,210.84,1,56.881,0.27283
172.27,212.8,1,62.451,1.9621
86.133,213.36,1,57.289,0.56308
86.133,214.19,1,54.564,0.82431
172.27,214.86,1,57.647,0.67338
172.27,214.99,1,72.779,0.12771
86.133,215.54,1,59.593,0.55147
172.27,216.1,1,58.451,0.55728
86.133,217.76,1,54.308,1.666
86.133,218.57,1,60.897,0.80689
129.2,218.84,1,70.316,0.27283
172.27,219.23,1,54.224,0.38893
172.27,219.36,1,62.409,0.12771
86.133,219.61,1,60.394,0.24961
86.133,219.86,1,61.115,0.24961
86.133,220.69,1,60.639,0.83011
86.133,223.17,1,57.915,2.4787
172.27,227.02,1,55.959,3.8545
172.27,228.35,1,55.608,1.3235
86.133,228.62,1,59.409,0.27283
86.133,229.44,1,67.527,0.82431
86.133,231.93,1,63.764,2.4903
86.133,233.85,1,58.253,1.9156
172.27,236.57,1,53.291,2.7225
172.27,236.85,1,53.919,0.27864
86.133,237.37,1,71.985,0.51664
86.133,239.58,1,64.135,2.2175
86.133,244.81,1,57.393,5.2245
172.27,245.62,1,55.807,0.8127
86.133,247.03,1,52.447,1.4048
172.27,247.83,1,55.732,0.80689
86.133,249.48,1,54.688,1.6428
172.27,251.1,1,53.381,1.6254
86.133,251.37,1,58.395,0.27283
172.27,252.19,1,58.881,0.8185
129.2,253.83,1,56.978,1.6428
86.133,254.33,1,63.225,0.49342
86.133,254.37,1,55.677,0.040635
172.27,254.59,1,56.809,0.22059
172.27,255.41,1,57.175,0.8185
86.133,255.67,1,57.736,0.26122
86.133,257.05,1,64.402,1.3816
86.133,257.59,1,52.44,0.53986
86.133,258.13,1,56.351,0.53986
86.133,258.65,1,64.33,0.51664
172.27,259.74,1,61.177,1.0913
86.133,260,1,60.186,0.26122
172.27,260.83,1,69.924,0.83011
86.133,261.39,1,57.933,0.56308
86.133,263.49,1,54.459,2.0956
86.133,264.34,1,76.696,0.84753
172.27,265.16,1,64.541,0.82431
86.133,266.83,1,58.419,1.666
172.27,267.37,1,74.045,0.53986
129.2,267.93,1,53.788,0.56308
86.133,268.75,1,54.22,0.8185
172.27,269.57,1,63.41,0.82431
172.27,270.68,1,53.37,1.1029
129.2,270.94,1,57.885,0.26703
129.2,273.14,1,65.625,2.2001
172.27,273.98,1,57.529,0.83592
86.133,274.54,1,64.692,0.56308
129.2,275.34,1,64.006,0.79528
129.2,275.64,1,54.081,0.30186
172.27,277.21,1,57.373,1.5732
172.27,278.31,1,56.46,1.0971
129.2,279.68,1,52.778,1.37
86.133,279.94,1,87.146,0.26122
86.133,281.83,1,64.632,1.8866
86.133,282.1,1,53.229,0.27283
172.27,282.65,1,74.551,0.55147
172.27,285.08,1,54.29,2.4265
172.27,285.9,1,52.307,0.82431
172.27,286.99,1,67.005,1.0855
86.133,287.55,1,74.917,0.56308
129.2,288.36,1,57.058,0.8127
86.133,288.62,1,69.311,0.25542
86.133,290.5,1,56.472,1.8808
